name,reviews,stars
Albina Montez,Excellent and Courteous Staff...With Show Professionalism(i.e Listen to the Customer),5
Customer,Feedback on Shantel.   Excellent service in providing valid solution to Loan payment and understanding the COVID sickness reason in the next payment.   Outstanding empathy and customer service.,1
DSP,the process was fast and employees were great help,5
Diana Carol Johns,"Had an emergency come up and needed cash. Everything was easy and quick from filling out the application to getting the money. The interest rate is high but I was able to pay of the loan within two months so I only paid two months of interest so that was a great option for me. I gave 4 stars because I'm kinda a jerk like that and never give something 5 stars, so 4 stars from me is a great review and I would recommend them but pay loan off early if you can so you keep your interest paid to them down.",5
Angela,"They stick to there word, when they say you’ll have the money the next day deposited into your account that is really true.",5
Larry Miller,Helped me out in a time of need.,5
THANK YOU SPOTLOAN,Took minimal effort on my end to get the money I needed for truck repairs. I would definitely recommend spot loan to anyone in a tight spot and needs cash quick. Easy to apply and get cash fast without leaving the house.,5
customer,Look I wanted to pay my other loan but your people would not give me the information. Then I got mad and he hung up on me.,5
John Ulery   customer,Excellent and very quick,5
Susana,"Easy applicaton and approval process. Outrageous interest rates,but if you're in pinch and need fast funds, just be sure you can pay it off, the sooner the better.",4
customer,I requested a $800 loan from Spotloan. I received the money. I refunded $317.58. My remaining balance should be $482. Well my current balance is $770!! I called the customer service and the answer was : we are a higher interest rate company. This is stealing money. I am going to engage a lawsuit against Spotloan.,1
customer,Very easy process for short term loan.,5
Markkus Brown,I'm a regular and faithful client who keeps on getting higher payment plans everytime I borrow while other loan companies go lower,5
Leroy Brown,I loved dealing with Spotloan.  It was a very simple process and the service was great.  I actually enjoyed my experience and will definitely be a return customer who refers to others!,4
Basil Dougan,"Service was excellent, fast and professional",5
customer,"Although there was a high interest rate, they got me the money on time and no gimmicks. At the end of the day, they did their job and everything was on the up and up. So very satisfied with the experience.",5
customer,"My most recent loan totaled $800 and when initiated it I selected, and was under the understanding that my loan was taken with an obligation of 3 equal payments for the next 3 months, as was my elected payment terms with multiple other spotloan loans I’d taken and successfully paid off.  Unbeknownst to me, spotloan placed me in an outrageously high interest loan payment plan that spanned over nearly 1 year time to pay off and monthly payments that averaged $325.  When I discovered after making my first payment I called them to discuss the discrepancy due to me not entering into that longterm agreement and I asked them to recalculate my loan based on the 3 monthly payments I agreed to, which was evident in my loan history for several years. Instead of considering proof and reason, they refused.  Not only did they refuse, their “manager” sent me an email that basically told me I was **** out of luck.  Appalled and scammed, I was able to eventually pay the loan off with thousands of dollars of interest stolen from me due to an internal clerical error on their part.",5
Arthur Johnson,Spot loans is a great to do business with and the application process is seamless.  I appreciate their efficiency and great service.,5
Eric Rice,This is the second loan I got from you guys!! Love it! It’s easy and convenient to get when your short on cash!,5
Donna,I applied for a loan and got accepted but it’s been three days now and I still haven’t received it and I’ve emailed customer support multiple times and still no response! I’ve also been banned from their website to check the status of my loan. I also emailed them but no response!! Smh do better,5
